Unnamed: 0,sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
8069,3327271,41,8,0,34,54,74,5,21,55,87,20,No,4,0.41,0.26,0,No,No,Yes,Yes,No,No
8070,3357105,374,8,54,1006,1166,1326,159,327,496,952,234,No,80,0.82,0.81,0,No,No,No,Yes,No,No
8071,3383252,219,12,205,1300,2100,2800,299,972,1818,2803,176,No,100,0.94,0.87,37,No,No,No,Yes,No,No
8072,3349984,50,8,88,564,894,1279,138,386,620,876,143,No,34,0.94,0.94,3,No,No,No,Yes,No,No
8073,3304071,2659,8,378,9145,14416,21199,0,0,0,0,744,No,693,0.98,0.95,0,No,No,No,Yes,No,No
8074,3520072,195,8,61,1382,2022,2582,360,1010,1763,2682,309,No,120,0.93,0.89,0,No,No,No,Yes,No,No
8075,3364452,671,2,210,2589,4239,5889,673,2043,3789,5930,431,No,90,0.53,0.44,0,No,No,Yes,Yes,No,No
8076,3289500,145,2,40,171,351,551,3,33,38,38,76,No,20,0.12,0.06,1,No,No,No,Yes,No,No
8077,3467064,1501,2,962,1400,2400,3700,469,1487,2707,4296,418,No,300,0.37,0.33,0,No,No,No,Yes,No,No
8078,3357238,25,2,0,60,102,144,8,35,65,126,11,No,6,0.78,0.75,0,No,No,No,Yes,No,No
8079,3316054,906,4,0,9072,15984,24048,3305,9619,19054,24784,1487,No,1080,0.55,0.66,0,No,No,No,No,No,No
8080,3519783,209,8,254,330,570,810,107,335,686,1030,259,No,30,0.9,0.91,0,No,No,No,Yes,No,No
8081,3444571,0,8,0,7,11,15,9,43,83,151,0,No,1,0.93,0.95,0,No,No,No,Yes,No,No
8082,3451658,338,8,68,474,1092,1644,119,507,1203,1697,167,No,6,0.99,0.99,0,No,No,No,Yes,No,No
8083,3429049,114,8,45,82,178,274,34,141,264,397,46,No,7,0.9,0.93,0,No,No,No,Yes,No,No
8084,3288970,52,2,49,141,290,443,54,212,391,550,38,No,16,0.9,0.91,0,No,No,No,Yes,No,No
8085,3451591,139,8,44,77,153,227,35,111,266,442,76,No,2,0.16,0.1,0,No,No,Yes,Yes,No,No
8086,3481676,13,8,0,3,3,3,0,3,9,16,0,No,1,0.82,0.81,0,No,No,No,Yes,No,No
8087,3394868,6789,8,4490,15260,20895,25725,2690,6415,11764,21681,3077,No,1365,0.82,0.81,0,No,No,No,Yes,No,No
8088,3368906,212,4,134,354,634,914,33,130,239,272,32,No,50,0.73,0.78,0,No,No,No,Yes,No,No
8089,3296450,47,12,0,400,580,760,67,174,379,558,86,No,20,0.73,0.79,22,No,No,No,Yes,No,No
8090,3440533,0,4,0,7,7,7,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8091,3342067,1802,12,263,3591,8919,13383,1041,3642,8631,14400,722,No,579,0.93,0.74,0,No,No,No,Yes,No,No
8092,3519559,163,8,16,432,683,1033,112,358,685,1006,83,No,61,0.7,0.71,0,No,No,No,Yes,No,No
8093,3463107,27,8,0,588,1044,1620,133,531,1083,1487,119,No,60,0.31,0.2,8,No,No,No,Yes,No,No
8094,3473907,417,8,88,659,1233,1814,224,677,1417,2215,131,No,31,0.88,0.91,0,No,No,No,Yes,No,No
8095,3477824,47,12,53,600,900,1300,90,281,556,758,65,No,100,0.94,0.87,0,No,No,No,Yes,No,No
8096,3376298,3426,8,150,1920,3870,5850,1015,2857,5615,9012,741,No,660,0.4,0.29,0,No,No,No,Yes,No,No
8097,3395230,68,8,0,144,192,240,44,107,186,295,40,No,48,0.93,0.96,0,No,No,No,Yes,No,No
8098,3323014,151,12,24,225,475,725,52,173,360,544,39,No,50,0.73,0.79,0,No,No,No,Yes,No,No
8099,3353504,29,8,6,217,382,543,38,378,590,787,29,No,7,0.73,0.7,4,No,No,No,Yes,No,No
8100,3440018,354,9,72,323,635,923,155,560,1165,1868,494,No,36,0.38,0.5,0,No,No,No,Yes,No,No
8101,3451890,1493,8,85,2000,4000,5000,330,1309,2751,4516,464,No,1000,0.88,0.91,0,No,No,No,Yes,No,No
8102,3319562,6,12,0,32,50,68,5,16,31,44,0,No,3,0.69,0.72,0,No,No,No,Yes,No,No
8103,3470168,782,8,6,4381,7766,11550,57,247,613,1037,131,No,514,0.73,0.7,0,No,No,No,Yes,No,No
8104,3311556,649,2,50,1193,1790,2586,281,872,1643,2295,282,No,184,0.92,0.95,0,No,No,No,Yes,No,No
8105,3323028,441,12,64,450,900,1350,159,556,1059,1516,266,No,150,0.87,0.94,0,No,No,Yes,Yes,No,No
8106,3410361,40,9,37,49,91,137,5,41,89,130,12,No,9,0.85,0.82,0,No,No,No,Yes,No,No
8107,3470751,7,2,0,35,53,89,3,22,54,83,4,No,17,0.78,0.86,0,No,No,Yes,Yes,No,No
8108,3368950,179,8,0,612,972,1404,161,430,802,968,0,No,38,0.77,0.45,0,No,No,No,Yes,No,No
8109,3432450,728,4,0,1242,1242,1242,449,1498,3210,4677,343,No,270,0.55,0.66,0,No,No,No,No,No,No
8110,3493152,115,2,83,352,604,926,101,317,555,848,61,No,16,0.83,0.69,0,No,No,No,Yes,No,No
8111,3383937,44,9,7,19,43,55,5,23,42,83,0,No,2,0.85,0.82,0,No,No,No,Yes,No,No
8112,3368286,64,4,15,218,329,440,38,154,283,432,29,No,29,0.79,0.66,10,No,No,No,Yes,No,No
8113,3285284,75,2,13,180,324,432,60,170,356,538,112,No,51,0.86,0.6,0,No,No,No,Yes,No,No
8114,3489572,0,2,0,2,2,2,0,0,0,0,0,No,2,0.47,0.44,0,Yes,No,No,Yes,No,No
8115,3319827,0,4,0,1054,1054,1054,0,0,0,0,0,No,4,0.57,0.59,0,No,No,No,Yes,No,No
8116,3319985,106,4,18,101,187,253,16,73,170,240,18,No,2,0.73,0.78,0,No,No,No,Yes,No,No
8117,3390832,29,10,0,80,160,160,13,51,87,134,39,No,80,0.77,0.84,0,No,No,No,Yes,No,No
8118,3342116,231,8,90,444,809,1168,138,411,786,1209,94,No,18,0.5,0.46,0,No,No,No,Yes,No,No
8119,3331392,1,4,7,4,14,14,9,35,75,102,6,No,1,0.73,0.78,0,No,No,No,Yes,No,No
8120,3455637,64,2,0,56,122,188,15,83,186,241,21,No,12,0.03,0.1,0,No,No,No,Yes,No,No
8121,3410377,183,9,68,87,225,326,28,140,302,437,42,No,10,0.85,0.82,0,No,No,No,Yes,No,No
8122,3323694,389,4,63,5832,10206,14904,2341,7130,13558,18832,966,No,540,0.55,0.66,0,No,No,No,No,No,No
8123,3345834,213,2,36,287,458,686,71,253,454,618,102,No,57,0.81,0.82,0,No,No,No,Yes,No,No
8124,3387689,52,8,0,24,48,72,3,24,57,94,26,No,24,0.99,0.99,0,No,No,No,Yes,No,No
8125,3497328,38,2,0,140,248,320,44,136,225,322,26,No,18,0.32,0.41,1,No,No,No,Yes,No,No
8126,3293034,53,2,0,30,60,120,0,19,35,38,0,No,30,0.95,0.97,0,No,No,No,Yes,No,No
8127,3515808,45,8,2,36,72,108,15,39,81,126,22,No,12,0.93,0.96,0,No,No,No,Yes,No,No
8128,3353771,0,2,4,30,30,30,0,0,0,0,1,No,4,0.83,0.91,0,Yes,No,Yes,Yes,No,No
8129,3466609,2,8,0,9,17,27,0,5,9,15,0,No,5,0.82,0.81,0,No,No,No,Yes,No,No
8130,3428723,77,8,0,72,126,180,18,78,140,227,54,No,18,0.34,0.57,0,No,No,Yes,Yes,No,No
8131,3410432,89,4,62,192,350,502,33,142,262,403,0,No,34,0.73,0.78,0,No,No,No,Yes,No,No
8132,3366085,0,4,5,3,3,3,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8133,3410835,-30,8,7,1604,2294,3134,74,520,1199,1739,76,No,480,0.79,0.66,6,No,No,No,Yes,No,No
8134,3351131,36,8,0,50,83,116,11,36,89,142,13,No,10,0.7,0.71,0,No,No,No,Yes,No,No
8135,3380763,58,8,10,51,116,203,8,60,135,188,13,No,4,0.5,0.46,0,No,No,No,Yes,No,No
8136,3456517,266,8,8,600,1032,1500,199,667,1197,1790,86,No,72,0.55,0.4,0,No,No,No,Yes,No,No
8137,3490738,0,2,0,66,66,66,0,0,0,0,3,No,18,0.99,0.98,0,Yes,No,Yes,Yes,No,No
8138,3471314,20,8,18,49,79,99,11,32,68,103,11,No,3,0.5,0.46,0,No,No,No,Yes,No,No
8139,3308846,2,8,0,24,36,60,4,21,38,53,0,No,12,0.54,0.31,0,No,No,Yes,Yes,No,No
8140,3411365,16,4,18,118,187,261,5,33,42,42,0,No,8,0.73,0.78,0,No,No,No,Yes,No,No
8141,3467976,30,4,2,4,4,4,0,30,30,30,1,No,2,0.73,0.78,0,No,No,No,Yes,No,No
8142,3501945,210,2,2,480,780,1200,136,438,867,1261,122,No,60,0.97,0.94,0,No,No,No,Yes,No,No
8143,3316601,372,10,0,1140,1980,2760,206,669,1430,2173,243,No,120,0.77,0.84,0,No,No,No,Yes,No,No
8144,3452627,342,2,91,465,825,1275,197,573,970,1412,135,No,15,0.9,0.86,0,No,No,No,Yes,No,No
8145,3351301,3,4,1,3,5,6,0,1,3,3,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
8146,3445169,154,2,49,70,190,295,46,160,255,305,60,No,20,0.98,0.98,0,No,No,No,Yes,No,No
8147,3369135,1,12,5,4,14,24,0,0,0,0,0,No,1,0.91,0.8,0,No,No,No,Yes,No,No
8148,3422365,6,8,0,2,5,7,0,1,5,10,1,No,1,0.37,0.34,0,No,No,No,Yes,No,No
8149,3498105,18,8,7,21,42,63,6,17,44,79,5,No,7,0.84,0.86,0,No,No,No,Yes,No,No
8150,3335941,0,4,0,3,4,5,1,2,3,3,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
8151,3498401,0,4,7,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8152,3475190,240,8,28,495,895,1295,93,353,773,1199,94,No,51,0.33,0.32,0,No,No,No,Yes,No,No
8153,3396115,129,2,41,230,420,660,37,192,256,264,54,No,30,0.95,0.97,0,No,No,No,Yes,No,No
8154,3388231,82,8,2,357,604,903,82,321,632,911,102,No,39,0.33,0.32,0,No,No,No,Yes,No,No
8155,3350714,-1,8,1,11,13,17,0,2,6,15,5,No,1,0.5,0.46,3,No,No,No,Yes,No,No
8156,3316649,7,2,0,21,45,69,7,19,44,68,3,No,9,0.59,0.71,0,No,No,No,Yes,No,No
8157,3301424,-2,8,0,11,19,26,1,6,10,11,2,No,1,0.5,0.46,2,No,No,No,Yes,No,No
8158,3369193,5,8,0,1,4,7,0,1,5,10,4,No,1,0.86,0.88,0,No,No,No,Yes,No,No
8159,3366088,5,4,2,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8160,3517341,0,2,100,47,47,47,0,0,0,0,2,No,47,-99,-99,0,Yes,No,No,Yes,No,No
8161,3448563,57,2,17,73,163,253,32,85,171,242,44,No,1,0.68,0.64,0,No,No,No,Yes,No,No
8162,3494076,229,8,84,372,622,827,98,328,672,1009,44,No,52,0,0,0,No,No,No,Yes,No,No
8163,3309455,82,8,21,155,254,350,59,154,254,433,46,No,12,0.57,0.59,0,No,No,No,Yes,No,No
8164,3517229,0,2,0,24,24,24,0,0,0,0,1,No,4,0.74,0.78,0,Yes,No,No,Yes,No,No
8165,3479282,299,12,1047,1330,2919,5126,400,1847,4012,5811,694,No,245,0.79,0.82,0,No,No,No,Yes,No,No
8166,3490670,7,4,0,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8167,3297700,30,8,0,80,120,160,19,55,85,120,47,No,8,0.84,0.86,0,No,No,No,Yes,No,No
8168,3316376,41,8,33,42,42,42,4,24,35,53,5,No,42,0,0.26,0,No,No,No,Yes,No,No
8169,3456328,12,12,0,5,8,13,0,3,10,25,7,No,3,0.77,0.75,0,No,No,No,Yes,No,No
8170,3369753,2,2,0,3,6,9,1,3,8,9,0,No,1,0.82,0.81,0,No,No,Yes,Yes,No,No
8171,3418465,0,8,0,64,108,156,20,50,100,146,54,No,2,0.5,0.46,1,No,No,No,Yes,No,No
8172,3361737,98,8,20,160,324,480,44,132,305,464,79,No,12,0.68,0.64,1,No,No,No,Yes,No,No
8173,3377126,0,4,0,8,8,8,0,0,0,0,0,No,2,0.22,0.15,0,Yes,No,No,Yes,No,No
8174,3456643,35,10,0,84,168,252,18,45,78,105,34,No,28,0.77,0.84,0,No,No,Yes,Yes,No,No
8175,3320192,223,8,132,625,835,1225,126,485,946,1395,367,No,40,0.78,0.83,2,No,No,No,Yes,No,No
8176,3312518,105,2,24,270,450,720,54,190,405,647,63,No,90,1,0.99,0,No,No,No,Yes,No,No
8177,3369260,271,8,123,1500,1860,1980,196,495,863,1555,243,No,40,0.82,0.81,0,No,No,No,Yes,No,No
8178,3399427,55,8,20,19,81,130,15,47,94,148,17,No,1,0.5,0.46,0,No,No,No,Yes,No,No
8179,3384706,46,8,14,63,77,119,14,46,79,126,26,No,2,0.53,0.44,0,No,No,No,Yes,No,No
8180,3392093,1673,2,508,2688,5376,8256,810,2805,5140,7627,817,No,96,0.94,0.95,0,No,No,No,Yes,No,No
8181,3505784,3748,2,95,7500,12000,18000,214,1773,3640,5270,567,No,1500,0.91,0.72,0,No,No,No,Yes,No,No
8182,3286342,96,2,30,768,1464,2208,119,560,1056,1466,137,No,24,0.56,0.68,0,No,Yes,No,Yes,No,No
8183,3297567,35,8,5,60,102,137,17,51,89,133,20,No,4,0.84,0.86,0,No,No,No,Yes,No,No
8184,3430223,193,10,278,443,770,1097,160,455,828,1214,196,No,20,0.98,0.98,0,No,No,No,Yes,No,No
8185,3392044,102,8,83,365,503,595,94,186,275,430,105,No,18,0.94,0.94,0,No,No,No,Yes,No,No
8186,3293922,180,2,35,360,675,1035,112,335,648,948,111,No,45,0.48,0.57,0,No,No,Yes,Yes,No,No
8187,3309214,8,2,0,12,27,42,3,9,17,26,0,No,3,0.82,0.81,0,No,No,No,Yes,No,No
8188,3460352,2,8,0,30,50,74,4,22,44,69,5,No,2,0.37,0.34,0,No,No,No,Yes,No,No
8189,3486314,1067,2,227,1702,3990,6691,469,1765,3779,5174,548,No,108,1,1,0,No,No,No,Yes,No,No
8190,3521139,26,8,0,71,137,206,14,102,173,240,8,No,5,0.98,0.98,0,No,No,Yes,Yes,No,No
8191,3490230,138,8,33,213,423,633,61,211,470,721,55,No,36,0.78,0.75,0,No,No,No,Yes,No,No
8192,3422180,57,8,8,400,600,800,141,318,482,618,125,No,200,0.81,0.78,68,No,No,No,Yes,No,No
8193,3335927,1,8,0,6,9,12,0,3,6,6,0,No,1,0.7,0.71,0,No,No,No,Yes,No,No
8194,3452700,88,2,50,155,280,405,166,602,945,1400,31,No,5,0.9,0.91,0,No,No,No,Yes,No,No
8195,3331971,0,2,7,1,1,1,0,0,0,0,0,No,1,0.64,0.64,0,Yes,No,Yes,Yes,No,No
8196,3509080,143,15,0,72,72,144,7,29,77,115,21,No,72,0.39,0.42,0,No,No,Yes,Yes,No,No
8197,3350711,12,8,0,33,60,93,4,19,51,67,15,No,3,0.5,0.46,0,No,No,No,Yes,No,No
8198,3289726,259,8,155,180,405,585,53,276,535,788,99,No,45,0.71,0.79,0,No,No,No,Yes,No,No
8199,3298143,179,8,0,130,274,434,27,140,310,489,66,No,32,0.33,0.32,0,No,No,No,Yes,No,No
8200,3517393,0,4,0,4,4,4,0,0,0,0,0,No,2,0.7,0.66,0,Yes,No,No,Yes,No,No
8201,3414991,56,8,0,41,55,55,9,18,31,35,0,No,12,0.7,0.71,0,No,No,Yes,Yes,No,No
8202,3475023,14,12,0,150,150,150,2,5,22,35,3,No,150,0.87,0.94,0,No,No,Yes,Yes,No,No
8203,3351354,118,12,77,275,516,754,136,282,556,798,96,No,25,0.7,0.76,0,No,No,No,Yes,No,No
8204,3414248,110,8,6,252,468,613,48,202,390,536,67,No,36,0.48,0.28,0,No,No,No,Yes,No,No
8205,3309442,4339,4,396,15312,29832,50160,8453,28426,54444,71108,3805,No,1650,0.55,0.66,0,No,No,No,No,No,No
8206,3347067,260,5,57,632,1255,1824,192,805,1657,2548,143,No,8,0.73,0.7,0,No,No,No,Yes,No,No
8207,3380839,229,8,35,295,505,780,1,314,487,621,6,No,15,0.99,0.97,0,No,No,No,Yes,No,No
8208,3471324,0,2,0,2,2,2,0,0,0,0,0,No,2,0.94,0.87,0,Yes,No,Yes,Yes,No,No
8209,3376745,17,3,0,80,140,215,9,33,60,66,0,No,8,0.58,0.45,0,No,No,No,Yes,No,No
8210,3490567,0,4,0,7,7,7,0,0,0,0,1,No,7,0,0.03,0,Yes,No,No,Yes,No,No
8211,3456382,55,8,57,117,193,255,29,78,138,213,21,No,21,0.5,0.46,0,No,No,No,Yes,No,No
8212,3286139,24,8,0,44,104,146,9,32,73,123,8,No,2,0.5,0.46,0,No,No,No,Yes,No,No
8213,3441024,133,8,121,1303,2184,3073,294,999,1667,2376,167,No,32,0.78,0.75,10,No,No,No,Yes,No,No
8214,3317029,0,2,0,2,2,2,0,0,0,0,0,No,2,-99,-99,0,Yes,No,No,Yes,No,No
8215,3403525,9,8,4,67,113,163,18,53,108,185,23,No,3,0.16,0.1,3,No,No,Yes,Yes,No,No
8216,3365515,367,8,244,742,1382,2086,245,863,1672,2652,101,No,6,0.9,0.91,7,No,No,No,Yes,No,No
8217,3520499,0,8,0,5,7,10,0,4,4,6,0,No,1,1,0.99,0,No,No,No,Yes,No,No
8218,3403062,106,8,29,68,128,188,35,90,174,286,49,No,8,0.94,0.94,0,No,No,No,Yes,No,No
8219,3324742,71,4,23,50,73,90,16,45,89,141,8,No,2,0.73,0.78,0,No,No,No,Yes,No,No
8220,3434011,34,2,8,107,204,303,27,134,213,261,20,No,11,0.9,0.92,0,No,No,No,Yes,No,No
8221,3317082,249,9,66,51,178,257,57,129,317,426,53,No,7,0.85,0.82,0,No,No,No,Yes,No,No
8222,3407553,3161,4,3017,6330,12360,17220,1318,5045,9641,12813,934,No,462,0.73,0.78,24,No,No,No,Yes,No,No
8223,3513524,3,4,1,1,1,1,1,1,1,1,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
8224,3490833,6,12,0,11,18,24,4,9,16,25,18,No,4,0.77,0.73,0,No,No,No,Yes,No,No
8225,3293781,9,8,1,5,17,31,5,12,31,39,7,No,2,0.5,0.46,0,No,No,No,Yes,No,No
8226,3479273,257,8,148,859,1319,1779,139,451,834,1274,156,No,39,0.82,0.81,1,No,No,No,Yes,No,No
8227,3316784,92,2,0,96,210,342,15,94,146,171,36,No,6,0.68,0.68,0,No,No,No,Yes,No,No
8228,3358763,797,4,35,225,565,820,55,306,885,1144,208,No,5,0.73,0.78,0,No,No,No,Yes,No,No
8229,3328163,1515,2,645,4813,8043,10957,570,1877,3905,6629,601,No,340,0.99,0.97,0,No,No,No,Yes,No,No
8230,3332263,236,2,64,400,850,1277,97,444,897,1394,117,No,26,0.14,0.28,0,No,No,Yes,Yes,No,No
8231,3365907,772,12,19,9000,9000,9000,341,1509,2217,2409,113,No,600,0.79,0.61,0,No,No,No,Yes,No,No
8232,3354453,0,2,3,3,7,11,1,6,9,14,0,No,1,0.83,0.69,0,No,No,No,Yes,No,No
8233,3520501,30,12,17,368,563,771,49,207,435,661,77,No,43,0.58,0.45,1,No,No,No,Yes,No,No
8234,3347282,24,8,0,36,78,116,4,32,69,107,20,No,2,0.99,0.97,0,No,No,No,Yes,No,No
8235,3407205,0,2,0,3,3,3,0,0,0,0,0,No,3,0.75,0.54,0,Yes,No,No,Yes,No,No
8236,3358495,305,8,598,2400,4380,6600,426,1855,3682,5063,294,No,120,0.9,0.91,0,No,No,No,Yes,No,No
8237,3406901,722,12,192,1080,2280,3330,293,1048,2301,4729,325,No,150,0.87,0.94,0,No,No,Yes,Yes,No,No
8238,3410622,210,12,135,513,1053,1503,130,458,895,1286,153,No,63,0.99,0.98,1,No,No,No,Yes,No,No
8239,3512929,366,8,43,562,980,1413,149,484,1097,1752,254,No,38,0.46,0.68,0,No,No,No,Yes,No,No
8240,3509352,368,2,94,1339,2731,4243,267,1105,2587,3761,272,No,48,0.33,0.32,0,No,No,No,Yes,No,No
8241,3403670,0,2,0,49,89,89,0,0,0,0,1,No,39,0.99,0.96,0,Yes,No,No,Yes,No,No
8242,3517321,57,4,22,68,126,171,14,47,98,147,15,No,1,0.73,0.78,0,No,No,No,Yes,No,No
8243,3471327,66,8,46,95,180,265,32,111,184,300,34,No,1,0.08,0.39,0,No,No,No,Yes,No,No
8244,3395680,152,2,6,322,622,862,71,248,584,904,88,No,18,0.33,0.32,0,No,No,No,Yes,No,No
8245,3320931,351,4,221,715,1287,1638,141,536,1136,1739,73,No,13,0.73,0.78,0,No,No,No,Yes,No,No
8246,3373485,135,8,6,150,150,150,15,50,131,217,34,No,20,0.05,0.04,0,No,No,Yes,Yes,No,No
8247,3293868,2653,8,228,1650,2900,4400,1017,2193,3538,5364,1606,No,300,0.74,0.81,0,No,No,No,Yes,No,No
8248,3498308,37,10,1,254,365,401,0,110,242,349,44,No,48,0.77,0.84,7,No,No,No,Yes,No,No
8249,3324147,88,2,0,200,300,400,65,219,302,395,53,No,50,0.96,0.96,0,No,No,No,Yes,No,No
8250,3478657,79,4,54,713,1221,1635,171,512,1014,1567,94,No,57,0.88,0.91,3,No,No,No,Yes,No,No
8251,3512923,532,8,161,920,1480,2020,312,825,1325,1881,280,No,100,0.94,0.94,0,No,No,No,Yes,No,No
8252,3444965,3,8,1,1,3,4,0,1,4,4,2,No,1,0.5,0.46,0,No,No,No,Yes,No,No
8253,3343380,36,4,7,16,27,32,6,21,41,61,21,No,2,0.73,0.78,0,No,No,No,Yes,No,No
8254,3464395,65,12,71,120,120,120,0,0,0,0,25,No,6,0.48,0.48,0,Yes,No,No,Yes,No,No
8255,3490737,0,12,0,38,38,38,0,0,0,0,0,No,3,1,0.99,0,No,No,Yes,Yes,No,No
8256,3294232,11,2,0,80,80,80,1,1,1,1,0,No,20,0.19,0.46,0,Yes,No,No,Yes,No,No
8257,3468106,116,4,88,206,312,389,52,185,351,684,31,No,5,0.73,0.78,0,No,No,No,Yes,No,No
8258,3463908,10,8,2,49,49,49,1,5,23,32,10,No,19,0.16,0.1,0,No,No,Yes,Yes,No,No
8259,3509754,71,8,21,63,105,168,18,57,102,141,42,No,10,0.84,0.86,0,No,No,No,Yes,No,No
8260,3493891,38,2,0,90,190,290,21,60,118,133,0,No,10,0.47,0.44,0,No,No,No,Yes,No,No
8261,3294307,110,8,48,301,496,636,78,236,408,697,56,No,21,0.92,0.71,0,No,No,No,Yes,No,No
8262,3392000,18,12,0,13,41,69,2,16,44,68,0,No,6,0.73,0.79,0,No,No,No,Yes,No,No
8263,3387939,152,8,21,360,840,1285,105,344,772,1248,65,No,17,0.65,0.71,0,No,No,Yes,Yes,No,No
8264,3498510,72,9,36,52,130,212,20,59,112,159,2,No,9,0.85,0.82,0,No,No,No,Yes,No,No
8265,3524562,3,4,0,19,31,47,3,11,22,31,0,No,11,0.77,0.84,0,No,No,No,Yes,No,No
8266,3381154,58,4,16,147,245,315,26,89,175,271,7,No,10,0.73,0.78,0,No,No,Yes,Yes,No,No
8267,3298039,2,8,0,33,61,85,1,22,41,58,26,No,2,0.96,0.95,0,No,No,No,Yes,No,No
8268,3298003,1233,3,406,3182,6714,9971,771,3105,6852,10937,606,No,293,0.58,0.45,0,No,No,No,Yes,No,No
8269,3411228,0,4,0,8,8,8,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
8270,3512911,74,8,48,43,83,163,20,73,130,218,39,No,3,0.94,0.94,0,No,No,No,Yes,No,No
8271,3373752,37,8,0,54,90,144,12,42,79,123,17,No,18,0.34,0.57,0,No,No,No,Yes,No,No
8272,3460003,86,8,0,23,100,150,10,44,125,238,54,No,4,0.15,0.1,0,No,No,No,Yes,No,No
8273,3414950,67,8,5,107,185,263,18,83,187,244,43,No,6,0.13,0.17,0,No,No,No,Yes,No,No
8274,3406782,4,2,0,20,30,40,1,6,15,21,0,No,10,0.68,0.64,0,No,No,No,Yes,No,No
8275,3369459,24,8,0,13,33,53,7,17,36,57,0,No,7,0.4,0.42,0,No,No,No,Yes,No,No
8276,3384720,0,8,0,6,6,8,4,6,10,13,1,No,1,0.9,0.93,0,No,No,No,Yes,No,No
8277,3361776,177,8,30,238,358,478,57,170,307,483,115,No,18,0.94,0.94,0,No,No,No,Yes,No,No
8278,3475606,21,12,9,50,88,129,7,31,68,121,31,No,1,0.77,0.75,0,No,No,No,Yes,No,No
8279,3509111,2997,8,0,4097,5094,8085,126,2146,3761,5896,735,No,890,0.83,0.84,0,No,No,No,Yes,No,No
8280,3426629,134,12,471,1420,2378,3410,224,497,1563,2500,113,No,202,0.7,0.76,59,No,No,Yes,Yes,No,No
8281,3407377,131,4,51,180,332,489,26,94,112,118,16,No,5,0.73,0.78,0,No,No,No,Yes,No,No
8282,3297420,257,2,78,490,770,1050,123,355,644,893,172,No,32,0.68,0.68,0,No,No,Yes,Yes,No,No
8283,3320144,148,12,33,469,885,1333,134,442,979,1419,98,No,32,0.58,0.45,0,No,No,No,Yes,No,No
8284,3437178,1080,8,206,1700,3620,5400,603,1893,4033,5748,547,No,180,0.73,0.7,0,No,No,No,Yes,No,No
8285,3493870,16653,9,2004,27600,60000,91200,14100,49445,93511,147920,5460,No,2400,0.82,0.54,0,No,No,No,Yes,No,No
8286,3377393,5438,12,179,405,1215,4374,412,3461,8105,13256,297,No,162,0.93,0.74,0,No,No,No,Yes,No,No
8287,3422224,53,8,9,27,75,124,15,59,117,187,14,No,5,0.75,0.67,0,No,No,No,Yes,No,No
8288,3479361,0,8,0,12,21,21,0,0,0,0,0,No,10,0.73,0.7,0,Yes,No,Yes,Yes,No,No
8289,3464018,4,12,0,12,24,36,2,6,14,21,0,No,12,0.73,0.79,0,No,No,Yes,Yes,No,No
8290,3373295,64,8,61,150,240,330,22,105,211,336,53,No,30,0.96,0.88,0,No,No,No,Yes,No,No
8291,3301522,2221,2,116,5865,10105,14875,1121,3934,8581,13127,1167,No,1060,0,0,0,No,No,No,Yes,No,No
8292,3425952,130,8,19,43,109,197,7,39,159,206,39,No,12,0.9,0.94,0,No,No,No,Yes,No,No
8293,3426602,3,2,0,8,8,8,0,0,0,0,1,No,3,0.92,0.96,0,Yes,No,No,Yes,No,No
8294,3388452,46,8,3,48,76,121,17,47,101,174,41,No,8,0.04,0.04,0,No,No,No,Yes,No,No
8295,3410576,1089,8,64,4354,8171,12441,200,720,1540,2427,374,No,225,0.73,0.7,0,No,No,No,Yes,No,No
8296,3425842,235,2,0,882,1512,2268,162,598,1117,1501,155,No,84,0,0,1,No,No,No,Yes,No,No
8297,3505796,724,8,0,1120,1680,2240,311,938,1884,3073,312,No,280,0.99,0.97,0,No,No,No,Yes,No,No
8298,3403055,259,2,1040,2654,4094,5294,472,1598,2483,2525,406,No,240,0,0,11,No,No,No,Yes,No,No
8299,3494572,107,12,0,71,161,251,15,67,160,255,50,No,18,0.77,0.73,0,No,No,No,Yes,No,No
8300,3365970,311,2,3,284,679,989,64,190,329,502,59,No,66,0.99,0.97,0,No,No,No,Yes,No,No
8301,3350712,184,8,139,205,366,585,107,274,473,692,89,No,10,0.5,0.46,0,No,No,No,Yes,No,No
8302,3309527,12,4,5,3,10,17,1,5,15,19,0,No,1,0.73,0.78,0,No,No,No,Yes,No,No
